Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,imu.header.seq,imu.header.stamp.secs,imu.header.stamp.nsecs,imu.header.frame_id,imu.orientation.x,imu.orientation.y,imu.orientation.z,imu.orientation.w,imu.orientation_covariance,imu.angular_velocity.x,imu.angular_velocity.y,imu.angular_velocity.z,imu.angular_velocity_covariance,imu.linear_acceleration.x,imu.linear_acceleration.y,imu.linear_acceleration.z,imu.linear_acceleration_covariance,mag_field.header.seq,mag_field.header.stamp.secs,mag_field.header.stamp.nsecs,mag_field.header.frame_id,mag_field.magnetic_field.x,mag_field.magnetic_field.y,mag_field.magnetic_field.z,mag_field.magnetic_field_covariance,Raw
1679334454.3401268,6174,1679334454,32592630,imu1_frame,0,0,0,,0.0072173591779616224,0.0146347665019264,-0.6786122713312002,0.734315408073833,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001131,0.002457,-0.001227,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.145,0.093,-9.569,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0073,0.3755,0.6239,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.493,+001.793,-000.531,+00.0073,+00.3755,+00.6239,+00.145,+00.093,-09.569,-00.001131,+00.002457,-00.001227*67"
1679334454.383985,6175,1679334454,35139632,imu1_frame,0,0,0,,0.007230073373605802,0.01463506246668941,-0.678631500775953,0.7342975058790449,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000438,-0.001302,-0.001679,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.275,-0.066,-9.915,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0055,0.3736,0.6274,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.496,+001.794,-000.530,-00.0055,+00.3736,+00.6274,+00.275,-00.066,-09.915,-00.000438,-00.001302,-00.001679*61"
1679334454.3840413,6176,1679334454,37588977,imu1_frame,0,0,0,,0.007229844168276499,0.014647265556001498,-0.6786440663930816,0.7342856515787961,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000641,0.000467,-0.001487,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.396,0.044,-9.718,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0125,0.3743,0.6304,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.498,+001.795,-000.531,+00.0125,+00.3743,+00.6304,+00.396,+00.044,-09.718,-00.000641,+00.000467,-00.001487*6E"
1679334454.4282913,6177,1679334454,40138530,imu1_frame,0,0,0,,0.007230099810185683,0.014647139369185457,-0.6786568819919877,0.7342738068935509,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001153,-8e-06,-0.00084,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.107,0.117,-9.5,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.019,0.3819,0.6218,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.500,+001.795,-000.531,-00.0190,+00.3819,+00.6218,+00.107,+00.117,-09.500,-00.001153,-00.000008,-00.000840*64"
1679334454.430148,6178,1679334454,42601037,imu1_frame,0,0,0,,0.007248609972863647,0.014653904235832124,-0.6786695802314565,0.7342617527915827,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002242,-0.000275,-0.001537,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.346,0.014,-9.891,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0001,0.3757,0.6288,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.502,+001.797,-000.530,-00.0001,+00.3757,+00.6288,+00.346,+00.014,-09.891,+00.002242,-00.000275,-00.001537*62"
1679334454.4729326,6179,1679334454,45187807,imu1_frame,0,0,0,,0.007230611087396733,0.01464688698216809,-0.678682512569604,0.7342501168520464,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000939,0.00264,-0.001699,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.413,0.072,-9.591,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0124,0.3685,0.6254,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.504,+001.795,-000.531,+00.0124,+00.3685,+00.6254,+00.413,+00.072,-09.591,+00.000939,+00.002640,-00.001699*66"
1679334454.5164418,6180,1679334454,47597575,imu1_frame,0,0,0,,0.007237274160088904,0.014640838047367398,-0.6786954553395637,0.7342382083666206,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000461,-0.001003,-0.001218,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.301,0.033,-9.739,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0055,0.3713,0.6236,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.506,+001.795,-000.530,-00.0055,+00.3713,+00.6236,+00.301,+00.033,-09.739,+00.000461,-00.001003,-00.001218*66"
1679334454.516531,6181,1679334454,50154137,imu1_frame,0,0,0,,0.007224715021228546,0.014652557422617948,-0.678708014478424,0.73422648899137,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.002224,-0.001126,-0.001232,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.322,0.041,-9.74,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0275,0.3798,0.6178,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.508,+001.795,-000.532,-00.0275,+00.3798,+00.6178,+00.322,+00.041,-09.740,-00.002224,-00.001126,-00.001232*67"
1679334454.5649679,6182,1679334454,52581834,imu1_frame,0,0,0,,0.007212639634334793,0.014651947912002344,-0.6787208237206791,0.7342147789984972,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.002238,0.001346,-0.001263,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.077,0.148,-9.426,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0148,0.3784,0.6194,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.510,+001.794,-000.533,-00.0148,+00.3784,+00.6194,+00.077,+00.148,-09.426,-00.002238,+00.001346,-00.001263*6F"
1679334454.5652168,6183,1679334454,55119490,imu1_frame,0,0,0,,0.007219302486973491,0.014645898956539238,-0.6787337659180372,0.7342028700012522,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002005,-0.001684,-0.001624,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.296,-0.028,-10.035,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0072,0.3755,0.6303,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.512,+001.794,-000.532,+00.0072,+00.3755,+00.6303,+00.296,-00.028,-10.035,+00.002005,-00.001684,-00.001624*60"
1679334454.6129487,6184,1679334454,57576203,imu1_frame,0,0,0,,0.007225482217437302,0.014652179117338794,-0.678746457557113,0.7341909509163874,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000635,-0.000189,-0.00041,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.393,0.047,-9.807,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0118,0.3714,0.6247,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.514,+001.795,-000.532,-00.0118,+00.3714,+00.6247,+00.393,+00.047,-09.807,+00.000635,-00.000189,-00.000410*6A"
1679334454.6130679,6185,1679334454,60122179,imu1_frame,0,0,0,,0.007226220642589085,0.014639723652735477,-0.678759521800977,0.7341791142433195,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001602,-0.000817,-0.000685,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.146,0.053,-9.487,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0147,0.3829,0.6181,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.516,+001.794,-000.531,-00.0147,+00.3829,+00.6181,+00.146,+00.053,-09.487,-00.001602,-00.000817,-00.000685*60"
1679334454.6561885,6186,1679334454,62586569,imu1_frame,0,0,0,,0.00722599367057156,0.014651926891502751,-0.6787720852424554,0.7341672577481564,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000525,0.001586,-0.001724,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.279,0.061,-9.89,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0177,0.3718,0.6243,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.518,+001.795,-000.532,+00.0177,+00.3718,+00.6243,+00.279,+00.061,-09.890,+00.000525,+00.001586,-00.001724*65"
1679334454.6575062,6187,1679334454,65127468,imu1_frame,0,0,0,,0.007232528298466519,0.014645940371907518,-0.6787786198703504,0.7341612712285611,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001258,0.003011,-0.001299,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.451,0.074,-9.641,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0086,0.3748,0.6209,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.519,+001.795,-000.531,-00.0086,+00.3748,+00.6209,+00.451,+00.074,-09.641,+00.001258,+00.003011,-00.001299*69"
1679334454.7043424,6188,1679334454,67572736,imu1_frame,0,0,0,,0.007232783917246469,0.014645814138244768,-0.6787914332983893,0.7341494241949337,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000952,-0.000302,-0.002229,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.247,0.004,-9.681,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0082,0.3709,0.6291,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.521,+001.795,-000.531,+00.0082,+00.3709,+00.6291,+00.247,+00.004,-09.681,-00.000952,-00.000302,-00.002229*64"
1679334454.7482972,6189,1679334454,70194411,imu1_frame,0,0,0,,0.007226760833764027,0.01465154851927454,-0.6788105252197157,0.7341317163185177,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001439,0.001462,-0.00091,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.315,0.098,-9.658,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0245,0.374,0.6243,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.524,+001.795,-000.532,-00.0245,+00.3740,+00.6243,+00.315,+00.098,-09.658,-00.001439,+00.001462,-00.000910*6C"
1679334454.7485173,6190,1679334454,72584056,imu1_frame,0,0,0,,0.0072274981719686665,0.014639092990278898,-0.6788235884305854,0.7341198785054245,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000932,0.001414,-0.001219,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.069,0.143,-9.519,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0191,0.3762,0.6155,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.526,+001.794,-000.531,-00.0191,+00.3762,+00.6155,+00.069,+00.143,-09.519,-00.000932,+00.001414,-00.001219*6E"
1679334454.7929537,6191,1679334454,75226521,imu1_frame,0,0,0,,0.007239957112251692,0.014639511501764242,-0.678830000121547,0.734113818599666,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001093,-0.001754,-0.001425,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.338,-0.059,-10.012,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0155,0.3673,0.6319,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.527,+001.795,-000.530,+00.0155,+00.3673,+00.6319,+00.338,-00.059,-10.012,+00.001093,-00.001754,-00.001425*6A"
1679334454.7930694,6192,1679334454,77663373,imu1_frame,0,0,0,,0.0072397313200653814,0.014651714547043093,-0.6788425624224517,0.7341019608984607,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001114,-0.000152,-0.001585,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.344,0.037,-9.724,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0025,0.3666,0.6238,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.529,+001.796,-000.531,-00.0025,+00.3666,+00.6238,+00.344,+00.037,-09.724,-00.001114,-00.000152,-00.001585*6D"
1679334454.8366747,6193,1679334454,80206775,imu1_frame,0,0,0,,0.007228136916018859,0.014638777617244157,-0.6788556198068438,0.7340902585399578,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000744,-0.000311,-0.000679,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.116,0.125,-9.505,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0135,0.3697,0.6267,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.531,+001.794,-000.531,+00.0135,+00.3697,+00.6267,+00.116,+00.125,-09.505,-00.000744,-00.000311,-00.000679*64"
1679334454.8367357,6194,1679334454,82572340,imu1_frame,0,0,0,,0.007240595874551032,0.014639195585105281,-0.6788620312333858,0.7340841983544422,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002094,-0.000371,-0.00194,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.325,0.029,-9.917,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0002,0.3711,0.6263,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.532,+001.795,-000.530,-00.0002,+00.3711,+00.6263,+00.325,+00.029,-09.917,+00.002094,-00.000371,-00.001940*63"
1679334454.881146,6195,1679334454,85190653,imu1_frame,0,0,0,,0.007234445385608891,0.014644993510692718,-0.6788747155404087,0.7340724130254206,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000945,0.003232,-0.002753,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.468,0.053,-9.734,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0072,0.3721,0.6252,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.534,+001.795,-000.531,+00.0072,+00.3721,+00.6252,+00.468,+00.053,-09.734,+00.000945,+00.003232,-00.002753*63"
1679334454.881768,6196,1679334454,87673711,imu1_frame,0,0,0,,0.0072412346230653025,0.014638879640575354,-0.6788940610527674,0.7340545767116257,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000505,-0.000725,-0.000753,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.276,0.054,-9.692,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0087,0.3702,0.6261,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.537,+001.795,-000.530,-00.0087,+00.3702,+00.6261,+00.276,+00.054,-09.692,-00.000505,-00.000725,-00.000753*65"
1679334454.9237707,6197,1679334454,90186190,imu1_frame,0,0,0,,0.007234956587912697,0.01464474097198746,-0.6789003390879198,0.7340487153802137,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000993,0.000438,-0.000349,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.276,0.063,-9.758,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0443,0.3814,0.6135,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.538,+001.795,-000.531,-00.0443,+00.3814,+00.6135,+00.276,+00.063,-09.758,-00.000993,+00.000438,-00.000349*6B"
1679334454.9307547,6198,1679334454,92643427,imu1_frame,0,0,0,,0.0072292866206297825,0.014638209875549209,-0.6789132730271057,0.734036939080193,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.002586,0.001818,-0.000795,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.149,0.1,-9.431,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0041,0.3745,0.6238,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.540,+001.794,-000.531,+00.0041,+00.3745,+00.6238,+00.149,+00.100,-09.431,-00.002586,+00.001818,-00.000795*67"
1679334454.972971,6199,1679334454,95169496,imu1_frame,0,0,0,,0.007236075370915626,0.014632095804021137,-0.6789326175515468,0.734019101801999,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000591,-0.001287,-0.001924,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.312,-0.029,-9.91,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0013,0.3723,0.6263,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.543,+001.794,-000.530,-00.0013,+00.3723,+00.6263,+00.312,-00.029,-09.910,+00.000591,-00.001287,-00.001924*69"
1679334455.0162113,6200,1679334454,97652292,imu1_frame,0,0,0,,0.0072358511707315155,0.0146442989863159,-0.6789451783055491,0.7340072423489297,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000349,-0.000253,-0.002872,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.355,0.064,-9.754,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0133,0.3651,0.6306,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.545,+001.795,-000.531,+00.0133,+00.3651,+00.6306,+00.355,+00.064,-09.754,+00.000349,-00.000253,-00.002872*64"
1679334455.0162206,6201,1679334455,189232,imu1_frame,0,0,0,,0.007230787797477267,0.014625375647863335,-0.6789647669036146,0.7339895499245932,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00166,0.00056,-0.001489,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.065,0.179,-9.413,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0139,0.3749,0.6182,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.548,+001.793,-000.530,-00.0139,+00.3749,+00.6182,+00.065,+00.179,-09.413,-00.001660,+00.000560,-00.001489*6A"
1679334455.0648453,6202,1679334455,2635931,imu1_frame,0,0,0,,0.0072364901419281836,0.01464398324880788,-0.6789772047670123,0.7339776170782112,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002828,0.001318,-0.001899,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.309,0.019,-9.957,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0083,0.3732,0.6252,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.550,+001.795,-000.531,+00.0083,+00.3732,+00.6252,+00.309,+00.019,-09.957,+00.002828,+00.001318,-00.001899*61"
1679334455.0649374,6203,1679334455,5228781,imu1_frame,0,0,0,,0.007230947226338469,0.014637389644801806,-0.6789965425073093,0.7339599140891251,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002524,0.002875,-0.002879,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.52,0.081,-9.866,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.003,0.3722,0.6226,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.553,+001.794,-000.531,+00.0030,+00.3722,+00.6226,+00.520,+00.081,-09.866,+00.002524,+00.002875,-00.002879*69"
1679334455.1087525,6204,1679334455,7650899,imu1_frame,0,0,0,,0.007237607600726089,0.01463133796375221,-0.6790094801293357,0.7339480001199661,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000307,-0.000698,-0.000138,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.249,0.042,-9.608,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.015,0.3738,0.6233,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.555,+001.794,-000.530,-00.0150,+00.3738,+00.6233,+00.249,+00.042,-09.608,-00.000307,-00.000698,-00.000138*65"
1679334455.1099353,6205,1679334455,10187721,imu1_frame,0,0,0,,0.007231458163219419,0.014637137228209975,-0.6790221621277927,0.733936212191423,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001024,-0.000575,-0.000945,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.237,0.058,-9.759,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0135,0.3708,0.6292,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.557,+001.794,-000.531,+00.0135,+00.3708,+00.6292,+00.237,+00.058,-09.759,-00.001024,-00.000575,-00.000945*6D"
1679334455.15287,6206,1679334455,12620210,imu1_frame,0,0,0,,0.007226265071963982,0.014618277633573446,-0.6790353440424609,0.7339244433817926,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001108,0.00245,-0.000422,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.258,0.05,-9.586,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0084,0.3805,0.6209,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.559,+001.792,-000.530,-00.0084,+00.3805,+00.6209,+00.258,+00.050,-09.586,-00.001108,+00.002450,-00.000422*69"
1679334455.197314,6207,1679334455,15170383,imu1_frame,0,0,0,,0.007245256135956898,0.014612703620748303,-0.6790482861505734,0.7339123927502419,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000371,-0.000624,-0.001604,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.273,-0.067,-9.886,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0156,0.3696,0.628,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.561,+001.793,-000.528,+00.0156,+00.3696,+00.6280,+00.273,-00.067,-09.886,-00.000371,-00.000624,-00.001604*6E"
1679334455.1977472,6208,1679334455,17653250,imu1_frame,0,0,0,,0.00725143802382709,0.014618980800193717,-0.6790609729639262,0.7339004680774062,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001581,-0.001012,5.6e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.316,0.04,-9.679,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0118,0.3737,0.6247,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-085.563,+001.794,-000.528,-00.0118,+00.3737,+00.6247,+00.316,+00.040,-09.679,-00.001581,-00.001012,+00.000056*65"
