Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,imu.header.seq,imu.header.stamp.secs,imu.header.stamp.nsecs,imu.header.frame_id,imu.orientation.x,imu.orientation.y,imu.orientation.z,imu.orientation.w,imu.orientation_covariance,imu.angular_velocity.x,imu.angular_velocity.y,imu.angular_velocity.z,imu.angular_velocity_covariance,imu.linear_acceleration.x,imu.linear_acceleration.y,imu.linear_acceleration.z,imu.linear_acceleration_covariance,mag_field.header.seq,mag_field.header.stamp.secs,mag_field.header.stamp.nsecs,mag_field.header.frame_id,mag_field.magnetic_field.x,mag_field.magnetic_field.y,mag_field.magnetic_field.z,mag_field.magnetic_field_covariance,Raw
1679334511.7568533,8470,1679334511,72674465,imu1_frame,0,0,0,,0.01754422113387929,0.011155679322410605,-0.8087399170666203,0.5877988581706647,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.018904,-0.001429,-0.258491,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.434,-0.676,-9.83,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0633,0.3341,0.6261,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-107.977,+002.378,+000.148,+00.0633,+00.3341,+00.6261,+00.434,-00.676,-09.830,+00.018904,-00.001429,-00.258491*6B"
1679334511.7570007,8471,1679334511,75155258,imu1_frame,0,0,0,,0.017580527411166204,0.011023919200328313,-0.810634992977279,0.5851839936482685,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.010961,-0.003583,-0.257198,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.395,-0.7,-9.55,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0053,0.3378,0.6206,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-108.347,+002.373,+000.155,+00.0053,+00.3378,+00.6206,+00.395,-00.700,-09.550,+00.010961,-00.003583,-00.257198*6D"
1679334511.8005552,8472,1679334511,77641439,imu1_frame,0,0,0,,0.0175661121201361,0.010931967089402025,-0.8125059672541027,0.582585596266346,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003954,-0.004697,-0.25591,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.19,-0.629,-9.691,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0663,0.3283,0.6263,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-108.714,+002.366,+000.155,+00.0663,+00.3283,+00.6263,+00.190,-00.629,-09.691,+00.003954,-00.004697,-00.255910*64"
1679334511.805412,8473,1679334511,80144739,imu1_frame,0,0,0,,0.017515954576518132,0.010889814783929593,-0.8143730072032868,0.5799751791309011,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.7e-05,-0.003351,-0.256808,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.156,-0.691,-9.694,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0633,0.3353,0.6273,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-109.082,+002.359,+000.148,+00.0633,+00.3353,+00.6273,+00.156,-00.691,-09.694,+00.000017,-00.003351,-00.256808*67"
1679334511.8486032,8474,1679334511,82634902,imu1_frame,0,0,0,,0.01746464842361156,0.010879848494936204,-0.8162210170030751,0.5773732470028661,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002654,-0.002657,-0.2562,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.218,-0.704,-9.888,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0423,0.3392,0.6242,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-109.448,+002.354,+000.138,+00.0423,+00.3392,+00.6242,+00.218,-00.704,-09.888,+00.002654,-00.002657,-00.256200*67"
1679334511.892446,8475,1679334511,85139703,imu1_frame,0,0,0,,0.017412592836975906,0.010901921508177833,-0.8180551276409226,0.5747727880289019,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000759,0.000863,-0.255639,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.171,-0.769,-9.604,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0675,0.3329,0.6275,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-109.813,+002.351,+000.125,+00.0675,+00.3329,+00.6275,+00.171,-00.769,-09.604,-00.000759,+00.000863,-00.255639*6C"
1679334511.8925023,8476,1679334511,87651586,imu1_frame,0,0,0,,0.01737309864015771,0.010922122644074807,-0.8198858922331438,0.5721590743819842,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001687,-0.00257,-0.2551,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.029,-0.68,-9.63,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0484,0.3299,0.6283,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-110.179,+002.349,+000.113,+00.0484,+00.3299,+00.6283,+00.029,-00.680,-09.630,+00.001687,-00.002570,-00.255100*6C"
1679334511.936616,8477,1679334511,90154170,imu1_frame,0,0,0,,0.0173581931200531,0.010938285785855834,-0.82170820467239,0.5695390007802376,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003003,0.000121,-0.255843,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.07,-0.657,-9.597,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0747,0.327,0.6329,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-110.545,+002.349,+000.103,+00.0747,+00.3270,+00.6329,+00.070,-00.657,-09.597,+00.003003,+00.000121,-00.255843*66"
1679334511.936708,8478,1679334511,92627620,imu1_frame,0,0,0,,0.01737110786963559,0.010899249533480121,-0.8235278958616878,0.5669049794353632,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.005343,0.000474,-0.25883,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.126,-0.69,-9.845,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0504,0.3253,0.6284,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-110.912,+002.348,+000.100,+00.0504,+00.3253,+00.6284,+00.126,-00.690,-09.845,+00.005343,+00.000474,-00.258830*6E"
1679334511.9802897,8479,1679334511,95152902,imu1_frame,0,0,0,,0.01739143754580423,0.010864711670695717,-0.825353771983177,0.5642434288616437,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00708,-8e-06,-0.259233,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.364,-0.701,-9.681,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0304,0.3281,0.6214,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-111.282,+002.348,+000.097,+00.0304,+00.3281,+00.6214,+00.364,-00.701,-09.681,+00.007080,-00.000008,-00.259233*66"
1679334511.9803846,8480,1679334511,97641849,imu1_frame,0,0,0,,0.017426351147836146,0.010839653610831858,-0.8271805590183189,0.561561347474531,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.004218,0.002764,-0.261259,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.298,-0.71,-9.463,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0757,0.3235,0.6355,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-111.654,+002.350,+000.094,+00.0757,+00.3235,+00.6355,+00.298,-00.710,-09.463,+00.004218,+00.002764,-00.261259*68"
1679334512.0243952,8481,1679334512,146746,imu1_frame,0,0,0,,0.01742523468938205,0.010821097982985365,-0.8290134106254174,0.5588524224137132,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001798,0.000948,-0.263519,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.129,-0.828,-9.691,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0577,0.324,0.6324,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-112.029,+002.349,+000.088,+00.0577,+00.3240,+00.6324,+00.129,-00.828,-09.691,-00.001798,+00.000948,-00.263519*69"
1679334512.029607,8482,1679334512,2619290,imu1_frame,0,0,0,,0.017378486611747342,0.010855208648835593,-0.8308561906262373,0.5561098301112231,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.003752,-0.002772,-0.265818,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.166,-0.828,-9.866,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0704,0.3236,0.6302,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-112.408,+002.347,+000.074,+00.0704,+00.3236,+00.6302,+00.166,-00.828,-09.866,-00.003752,-00.002772,-00.265818*60"
1679334512.0727239,8483,1679334512,5147004,imu1_frame,0,0,0,,0.017295724187718388,0.01092881807550732,-0.8326798041015062,0.5533766915056798,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.006865,0.000285,-0.263874,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.331,-0.825,-9.85,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0525,0.3252,0.6284,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-112.785,+002.344,+000.054,+00.0525,+00.3252,+00.6284,+00.331,-00.825,-09.850,-00.006865,+00.000285,-00.263874*68"
1679334512.1176949,8484,1679334512,7654762,imu1_frame,0,0,0,,0.017174991243462334,0.010998281529282302,-0.834499608191796,0.5506309666254963,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.004862,-0.005669,-0.263459,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.273,-0.664,-9.756,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0756,0.3178,0.6292,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-113.163,+002.337,+000.032,+00.0756,+00.3178,+00.6292,+00.273,-00.664,-09.756,-00.004862,-00.005669,-00.263459*6F"
1679334512.1180158,8485,1679334512,10191059,imu1_frame,0,0,0,,0.01708097924757821,0.011012939557179968,-0.8363063784054664,0.5478855690274993,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000656,-0.006532,-0.26192,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.096,-0.576,-9.691,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0818,0.3142,0.6358,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-113.540,+002.329,+000.017,+00.0818,+00.3142,+00.6358,+00.096,-00.576,-09.691,+00.000656,-00.006532,-00.261920*6E"
1679334512.1609476,8486,1679334512,12601494,imu1_frame,0,0,0,,0.017041849182704523,0.010960399459731634,-0.838090647849168,0.5451545753342616,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.008271,-0.004157,-0.261176,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.14,-0.495,-9.823,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0639,0.3181,0.6314,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-113.914,+002.322,+000.012,+00.0639,+00.3181,+00.6314,+00.140,-00.495,-09.823,+00.008271,-00.004157,-00.261176*61"
1679334512.161562,8487,1679334512,15150904,imu1_frame,0,0,0,,0.01705294724273203,0.010878457332169095,-0.8398661243640742,0.5424165828052073,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.011881,-0.003284,-0.259772,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.292,-0.473,-9.713,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0817,0.3119,0.6383,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-114.288,+002.318,+000.013,+00.0817,+00.3119,+00.6383,+00.292,-00.473,-09.713,+00.011881,-00.003284,-00.259772*6B"
1679334512.204685,8488,1679334512,17619371,imu1_frame,0,0,0,,0.017062849750338453,0.010765553432848574,-0.8416191032493759,0.5396945868390733,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.012387,-0.00419,-0.258301,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.341,-0.371,-9.613,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0387,0.3199,0.6243,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-114.659,+002.312,+000.017,+00.0387,+00.3199,+00.6243,+00.341,-00.371,-09.613,+00.012387,-00.004190,-00.258301*6F"
1679334512.2087803,8489,1679334512,20170783,imu1_frame,0,0,0,,0.01708195431561745,0.0106698788262843,-0.8433488091106253,0.5369889632890809,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.009853,-0.002388,-0.256589,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.307,-0.519,-9.572,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0777,0.3177,0.6343,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-115.027,+002.308,+000.020,+00.0777,+00.3177,+00.6343,+00.307,-00.519,-09.572,+00.009853,-00.002388,-00.256589*67"
1679334512.25253,8490,1679334512,22605252,imu1_frame,0,0,0,,0.017094100233153324,0.010600830118420236,-0.8450740522037,0.5342707744487224,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.008005,-0.001882,-0.257498,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.206,-0.478,-9.837,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0642,0.3284,0.6287,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-115.396,+002.305,+000.020,+00.0642,+00.3284,+00.6287,+00.206,-00.478,-09.837,+00.008005,-00.001882,-00.257498*60"
1679334512.2969441,8491,1679334512,25169301,imu1_frame,0,0,0,,0.017102952404522583,0.01052023340363605,-0.846776857078779,0.5315691563888622,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.009477,-0.000685,-0.256245,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.106,-0.485,-9.874,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.064,0.3204,0.6288,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-115.762,+002.301,+000.021,+00.0640,+00.3204,+00.6288,+00.106,-00.485,-09.874,+00.009477,-00.000685,-00.256245*66"
1679334512.2970855,8492,1679334512,27687239,imu1_frame,0,0,0,,0.017130015957833707,0.010409921805931801,-0.8484760028021917,0.5288541091360581,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.014369,-0.00268,-0.257125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.212,-0.575,-9.897,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0933,0.3116,0.6336,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-116.129,+002.297,+000.026,+00.0933,+00.3116,+00.6336,+00.212,-00.575,-09.897,+00.014369,-00.002680,-00.257125*68"
1679334512.3400717,8493,1679334512,30167269,imu1_frame,0,0,0,,0.0171880781782163,0.010298331441976656,-0.850170768170314,0.5261256307069148,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.014428,0.004224,-0.256626,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.291,-0.627,-9.682,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0673,0.326,0.6289,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-116.497,+002.296,+000.033,+00.0673,+00.3260,+00.6289,+00.291,-00.627,-09.682,+00.014428,+00.004224,-00.256626*69"
1679334512.3401272,8494,1679334512,32605123,imu1_frame,0,0,0,,0.01723825509465602,0.01018175805011998,-0.8518614703872762,0.5233843803878064,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.012142,-0.001443,-0.258895,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.085,-0.74,-9.441,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0819,0.3165,0.6319,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-116.866,+002.294,+000.040,+00.0819,+00.3165,+00.6319,+00.085,-00.740,-09.441,+00.012142,-00.001443,-00.258895*68"
1679334512.384135,8495,1679334512,35151481,imu1_frame,0,0,0,,0.017253238383710484,0.010104966161449432,-0.8535474918899847,0.5206312461929915,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.009222,-0.001085,-0.259964,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.226,-0.728,-9.687,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.067,0.3146,0.6353,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-117.236,+002.291,+000.041,+00.0670,+00.3146,+00.6353,+00.226,-00.728,-09.687,+00.009222,-00.001085,-00.259964*6E"
1679334512.384215,8496,1679334512,37601423,imu1_frame,0,0,0,,0.017257379481902386,0.010062405630981382,-0.8552286357903759,0.517865727163391,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.007067,-0.001257,-0.259065,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.323,-0.621,-9.734,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0861,0.3187,0.6346,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-117.607,+002.289,+000.038,+00.0861,+00.3187,+00.6346,+00.323,-00.621,-09.734,+00.007067,-00.001257,-00.259065*65"
1679334512.4281392,8497,1679334512,40165162,imu1_frame,0,0,0,,0.01723298531910083,0.010033367403211318,-0.856900852245351,0.5150954136630755,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002635,-0.000691,-0.259167,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.27,-0.61,-9.433,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0671,0.3191,0.6353,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-117.978,+002.285,+000.032,+00.0671,+00.3191,+00.6353,+00.270,-00.610,-09.433,+00.002635,-00.000691,-00.259167*61"
1679334512.4299328,8498,1679334512,42597818,imu1_frame,0,0,0,,0.017228127345699003,0.010005891418974358,-0.8585683551440138,0.5123118711394211,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.004784,-0.001328,-0.259662,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0,-0.635,-9.54,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0757,0.3235,0.6317,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-118.350,+002.283,+000.027,+00.0757,+00.3235,+00.6317,+00.000,-00.635,-09.540,+00.004784,-00.001328,-00.259662*6A"
1679334512.4719002,8499,1679334512,45202779,imu1_frame,0,0,0,,0.017245418294341598,0.009941168426030223,-0.8602228030595743,0.5095296829572418,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.009242,-0.002028,-0.259855,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.236,-0.576,-9.933,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0944,0.3128,0.6361,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-118.721,+002.281,+000.027,+00.0944,+00.3128,+00.6361,+00.236,-00.576,-09.933,+00.009242,-00.002028,-00.259855*6B"
1679334512.5173805,8500,1679334512,47622704,imu1_frame,0,0,0,,0.017308468313950706,0.009832634366682497,-0.861868540067011,0.5067409159213367,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.015576,0.002432,-0.259335,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.251,-0.538,-9.914,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0787,0.3189,0.6331,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-119.092,+002.281,+000.034,+00.0787,+00.3189,+00.6331,+00.251,-00.538,-09.914,+00.015576,+00.002432,-00.259335*6F"
1679334512.5175498,8501,1679334512,50153803,imu1_frame,0,0,0,,0.017403573191602937,0.00970260237206565,-0.8635008773422334,0.5039535791881703,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.01739,0.003738,-0.258592,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.162,-0.582,-9.901,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1029,0.3148,0.6364,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-119.462,+002.283,+000.045,+00.1029,+00.3148,+00.6364,+00.162,-00.582,-09.901,+00.017390,+00.003738,-00.258592*67"
1679334512.5606809,8502,1679334512,52618813,imu1_frame,0,0,0,,0.017527517987648008,0.009538531944703301,-0.8651288356643584,0.501152571801806,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.017944,0.001,-0.258852,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.1,-0.626,-9.666,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0736,0.3258,0.6354,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-119.833,+002.286,+000.061,+00.0736,+00.3258,+00.6354,+00.100,-00.626,-09.666,+00.017944,+00.001000,-00.258852*6E"
1679334512.560871,8503,1679334512,55174326,imu1_frame,0,0,0,,0.01764631439792194,0.009381171526298688,-0.8667519613579896,0.4983388793692923,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.017146,0.002363,-0.259797,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.223,-0.556,-9.638,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0829,0.3176,0.6345,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-120.205,+002.289,+000.076,+00.0829,+00.3176,+00.6345,+00.223,-00.556,-09.638,+00.017146,+00.002363,-00.259797*69"
1679334512.6045194,8504,1679334512,57596635,imu1_frame,0,0,0,,0.017756614293249755,0.009218971827472115,-0.8683617477990581,0.49552758567677146,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.018983,-0.000361,-0.259501,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.282,-0.586,-9.765,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1028,0.3091,0.639,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-120.576,+002.291,+000.091,+00.1028,+00.3091,+00.6390,+00.282,-00.586,-09.765,+00.018983,-00.000361,-00.259501*68"
