Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
80590.0,0,80590,0,GPS1_Frame,42.33654833333333,-71.09255666666667,18.3,1.3,327611.9710217244,4689264.510657918,0.0,19,T
80591.0,0,80591,0,GPS1_Frame,42.33654833333333,-71.09255833333333,18.3,1.3,327611.8337133984,4689264.514036803,0.0,19,T
80592.0,0,80592,0,GPS1_Frame,42.33654833333333,-71.09255833333333,18.3,1.3,327611.8337133984,4689264.514036803,0.0,19,T
80593.0,0,80593,0,GPS1_Frame,42.33655,-71.09256,18.3,1.3,327611.70095929835,4689264.702486342,0.0,19,T
80594.0,0,80594,0,GPS1_Frame,42.33655333333333,-71.09256833333333,18.3,1.3,327611.02352618333,4689265.089522124,0.0,19,T
80595.0,0,80595,0,GPS1_Frame,42.33655999999999,-71.092585,18.6,1.3,327609.6686601677,4689265.863593895,0.0,19,T
80596.0,0,80596,0,GPS1_Frame,42.33657,-71.09261,18.7,1.3,327607.6363616887,4689267.024702063,0.0,19,T
80597.0,0,80597,0,GPS1_Frame,42.33658333333333,-71.09264333333334,19.0,1.3,327604.92663140624,4689268.572847235,0.0,19,T
80598.0,0,80598,0,GPS1_Frame,42.3366,-71.09268833333334,19.2,1.3,327601.2648537657,4689270.514788414,0.0,19,T
80599.0,0,80599,0,GPS1_Frame,42.336619999999996,-71.09274166666667,19.2,1.3,327596.92564645945,4689272.84376877,0.0,19,T
80600.0,0,80600,0,GPS1_Frame,42.33664,-71.09280166666667,19.2,1.3,327592.03720944,4689275.186269005,0.0,19,T
80601.0,0,80601,0,GPS1_Frame,42.336664999999996,-71.092865,19.6,1.3,327586.887824094,4689278.090743492,0.0,19,T
80602.0,0,80602,0,GPS1_Frame,42.33668666666667,-71.09292833333333,19.9,1.3,327581.7293328233,4689280.62508058,0.0,19,T
80603.0,0,80603,0,GPS1_Frame,42.33670666666667,-71.09298333333332,20.1,1.3,327577.2528298792,4689282.9574530125,0.0,19,T
