Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance,IMU_backup
1698962815.108713,0,1698962815,101620912,GPS1_Frame,0,0,0,,0.10900507784616845,0.08724622775609427,0.5249082330794577,0.8396292846199948,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00013,0.000182,-0.001525,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.279,-2.698,-9.492,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.050000000000001e-06,-3.39e-06,1.6550000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.282,+001.838,+015.949,+00.0505,-00.0339,+00.1655,+00.279,-02.698,-09.492,+00.000130,+00.000182,-00.001525*6D
"
1698962815.154263,0,1698962815,129853248,GPS1_Frame,0,0,0,,0.10902467715950172,0.08723238984697715,0.5248803603661296,0.8396456021642543,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000364,-0.000509,-0.001068,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.294,-2.709,-9.529,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.1700000000000005e-06,-2.82e-06,1.705e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.278,+001.836,+015.950,+00.0517,-00.0282,+00.1705,+00.294,-02.709,-09.529,+00.000364,-00.000509,-00.001068*6D
"
1698962815.1964812,0,1698962815,151382923,GPS1_Frame,0,0,0,,0.10902848328675974,0.08722763266498369,0.5248437234157232,0.8396685035911323,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000621,-0.001345,-4e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.324,-2.727,-9.521,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.93e-06,-4.07e-06,1.681e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.273,+001.836,+015.950,+00.0493,-00.0407,+00.1681,+00.324,-02.727,-09.521,+00.000621,-00.001345,-00.000040*63
"
1698962815.196887,0,1698962815,177993059,GPS1_Frame,0,0,0,,0.10902343924941624,0.08722019833907145,0.5248225019256464,0.8396831951208902,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00078,0.000566,-0.000668,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.349,-2.737,-9.559,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.970000000000001e-06,-2.59e-06,1.6910000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.270,+001.836,+015.949,+00.0497,-00.0259,+00.1691,+00.349,-02.737,-09.559,-00.000780,+00.000566,-00.000668*65
"
1698962815.2412639,0,1698962815,201781749,GPS1_Frame,0,0,0,,0.10903457265861391,0.08722002082837417,0.5247851022167064,0.8397051425490095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.7e-05,0.000729,-0.00071,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.356,-2.722,-9.53,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.070000000000001e-06,-2.7e-06,1.717e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.265,+001.836,+015.950,+00.0507,-00.0270,+00.1717,+00.356,-02.722,-09.530,+00.000037,+00.000729,-00.000710*6A
"
1698962815.2415552,0,1698962815,227569103,GPS1_Frame,0,0,0,,0.10903072138540298,0.08722637653095733,0.524776675567009,0.8397102487241039,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001336,0.000208,0.000812,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.348,-2.723,-9.51,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.1700000000000005e-06,-3.05e-06,1.6800000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.264,+001.837,+015.950,+00.0517,-00.0305,+00.1680,+00.348,-02.723,-09.510,-00.001336,+00.000208,+00.000812*63
"
1698962815.2856216,0,1698962815,253652811,GPS1_Frame,0,0,0,,0.10903224375626162,0.08722447357259808,0.5247620197784787,0.8397194076770347,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000521,-0.000858,-0.001051,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.319,-2.71,-9.522,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.96e-06,-3.04e-06,1.705e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.262,+001.837,+015.950,+00.0496,-00.0304,+00.1705,+00.319,-02.710,-09.522,+00.000521,-00.000858,-00.001051*63
"
1698962815.2909484,0,1698962815,278516054,GPS1_Frame,0,0,0,,0.10904337766798394,0.08722429514990743,0.5247246184522228,0.8397413523892511,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000319,-0.000571,-7.3e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.33,-2.713,-9.443,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.38e-06,-3.05e-06,1.719e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.257,+001.837,+015.951,+00.0538,-00.0305,+00.1719,+00.330,-02.713,-09.443,+00.000319,-00.000571,-00.000073*69
"
1698962815.3364904,0,1698962815,302037715,GPS1_Frame,0,0,0,,0.10904446675444174,0.08720765068724204,0.524689837313254,0.8397646721266873,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.003456,-0.000189,-0.000902,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.318,-2.702,-9.743,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.2699999999999995e-06,-3.05e-06,1.7310000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.252,+001.836,+015.950,+00.0527,-00.0305,+00.1731,+00.318,-02.702,-09.743,-00.003456,-00.000189,-00.000902*64
"
1698962815.3766541,0,1698962815,326739311,GPS1_Frame,0,0,0,,0.10905331720346739,0.08721032614036536,0.524674419541181,0.8397728779262497,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000908,0.004402,-0.000844,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.307,-2.708,-9.412,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.38e-06,-2.9400000000000002e-06,1.6800000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.250,+001.836,+015.951,+00.0538,-00.0294,+00.1680,+00.307,-02.708,-09.412,-00.000908,+00.004402,-00.000844*6A
"
1698962815.382033,0,1698962815,351383447,GPS1_Frame,0,0,0,,0.10904018231606968,0.08719926573404388,0.5246612846537834,0.8397839383325711,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000306,-0.000123,0.00085,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.304,-2.74,-9.504,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.1600000000000006e-06,-3.1600000000000007e-06,1.706e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.248,+001.836,+015.949,+00.0516,-00.0316,+00.1706,+00.304,-02.740,-09.504,-00.000306,-00.000123,+00.000850*68
"
1698962815.4259765,0,1698962815,382339239,GPS1_Frame,0,0,0,,0.10902906521144515,0.0872330756482787,0.5246561278629729,0.839785092120533,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000457,-0.002567,-0.000767,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.38,-2.759,-9.474,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.28e-06,-2.82e-06,1.6800000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.248,+001.840,+015.950,+00.0528,-00.0282,+00.1680,+00.380,-02.759,-09.474,-00.000457,-00.002567,-00.000767*65
"
1698962815.425987,0,1698962815,401991605,GPS1_Frame,0,0,0,,0.10903400379691511,0.08721007550697238,0.5246297726085557,0.8398033046129181,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001564,0.006102,-0.001498,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.347,-2.702,-9.527,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.04e-06,-3.7300000000000003e-06,1.757e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.244,+001.838,+015.949,+00.0504,-00.0373,+00.1757,+00.347,-02.702,-09.527,+00.001564,+00.006102,-00.001498*67
"
1698962815.4684997,0,1698962815,428515434,GPS1_Frame,0,0,0,,0.10904626970750995,0.08719165308075719,0.5246026553963461,0.8398205645535387,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.002248,-0.001349,-0.000916,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.318,-2.667,-9.492,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.28e-06,-2.71e-06,1.6669999999999998e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.240,+001.836,+015.949,+00.0528,-00.0271,+00.1667,+00.318,-02.667,-09.492,-00.002248,-00.001349,-00.000916*6F
"
1698962815.4687436,0,1698962815,452053785,GPS1_Frame,0,0,0,,0.10903472024715356,0.08721072313091993,0.5245773720050322,0.83983587702116,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002196,-0.001866,8.2e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.358,-2.673,-9.503,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.1700000000000005e-06,-2.82e-06,1.6420000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.237,+001.839,+015.949,+00.0517,-00.0282,+00.1642,+00.358,-02.673,-09.503,+00.002196,-00.001866,+00.000082*6D
"
1698962815.517451,0,1698962815,477195978,GPS1_Frame,0,0,0,,0.10903315394937588,0.08721422549728117,0.5245469568645343,0.8398547137778758,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001533,-0.000445,-0.001134,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.326,-2.731,-9.553,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.28e-06,-2.59e-06,1.718e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.233,+001.840,+015.949,+00.0528,-00.0259,+00.1718,+00.326,-02.731,-09.553,-00.001533,-00.000445,-00.001134*61
"
1698962815.5180137,0,1698962815,502461194,GPS1_Frame,0,0,0,,0.10904120073313053,0.08721945067752396,0.5244937918770477,0.8398863293616727,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000481,0.002658,-0.001206,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.382,-2.745,-9.484,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.96e-06,-3.04e-06,1.705e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.226,+001.841,+015.950,+00.0496,-00.0304,+00.1705,+00.382,-02.745,-09.484,+00.000481,+00.002658,-00.001206*6C
"
1698962815.5576022,0,1698962815,527556896,GPS1_Frame,0,0,0,,0.10905074491992962,0.08718914087388385,0.5244685322808774,0.8399040108210132,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000803,-1.7e-05,-0.000944,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.27,-2.66,-9.493,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.390000000000001e-06,-2.6e-06,1.7310000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.222,+001.838,+015.949,+00.0539,-00.0260,+00.1731,+00.270,-02.660,-09.493,+00.000803,-00.000017,-00.000944*61
"
1698962815.5711057,0,1698962815,552056789,GPS1_Frame,0,0,0,,0.10904533028962363,0.0871990007469455,0.5244296859118083,0.8399279461627667,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001292,-0.003982,-0.000402,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.281,-2.696,-9.537,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.15e-06,-3.6200000000000005e-06,1.706e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.217,+001.840,+015.949,+00.0515,-00.0362,+00.1706,+00.281,-02.696,-09.537,-00.001292,-00.003982,-00.000402*65
"
1698962815.612975,0,1698962815,576646327,GPS1_Frame,0,0,0,,0.10904224286257082,0.08720440670032258,0.5244139271827849,0.839937624886678,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000924,0.00221,-0.000444,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.309,-2.707,-9.523,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.1700000000000005e-06,-2.93e-06,1.6420000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.215,+001.841,+015.949,+00.0517,-00.0293,+00.1642,+00.309,-02.707,-09.523,+00.000924,+00.002210,-00.000444*63
"
1698962815.613152,0,1698962815,601608991,GPS1_Frame,0,0,0,,0.10905911397417435,0.08717867235216172,0.5243879048674549,0.8399543523161265,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000509,-0.002436,0.000281,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.292,-2.724,-9.519,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.1600000000000006e-06,-3.39e-06,1.719e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.211,+001.838,+015.949,+00.0516,-00.0339,+00.1719,+00.292,-02.724,-09.519,-00.000509,-00.002436,+00.000281*65
"
1698962815.6656628,0,1698962815,626398324,GPS1_Frame,0,0,0,,0.10906720476774528,0.08718229670899603,0.5243798140738839,0.8399579766729608,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001573,-0.001014,-0.000135,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.327,-2.718,-9.506,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.18e-06,-2.59e-06,1.705e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.210,+001.838,+015.950,+00.0518,-00.0259,+00.1705,+00.327,-02.718,-09.506,+00.001573,-00.001014,-00.000135*61
"
1698962815.667042,0,1698962815,652455329,GPS1_Frame,0,0,0,,0.10906828714661959,0.0871656523219729,0.5243450233087111,0.8399812821281047,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00043,0.000116,-0.001667,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.298,-2.709,-9.507,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.2699999999999995e-06,-3.1600000000000007e-06,1.6800000000000002e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.205,+001.837,+015.949,+00.0527,-00.0316,+00.1680,+00.298,-02.709,-09.507,-00.000430,+00.000116,-00.001667*68
"
1698962815.7084768,0,1698962815,675868988,GPS1_Frame,0,0,0,,0.10907637806157229,0.0871692762245429,0.5243369323937583,0.8399849060306748,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001582,-0.001578,-0.000482,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.331,-2.716,-9.509,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.06e-06,-3.27e-06,1.718e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.204,+001.837,+015.950,+00.0506,-00.0327,+00.1718,+00.331,-02.716,-09.509,-00.001582,-00.001578,-00.000482*68
"
1698962815.7536056,0,1698962815,702210903,GPS1_Frame,0,0,0,,0.10906211292276538,0.08717646456019527,0.5243135039003696,0.8400006364160232,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000662,0.001457,-0.001682,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.357,-2.734,-9.523,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.96e-06,-2.93e-06,1.705e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.201,+001.839,+015.949,+00.0496,-00.0293,+00.1705,+00.357,-02.734,-09.523,+00.000662,+00.001457,-00.001682*6A
"
1698962815.753614,0,1698962815,727774858,GPS1_Frame,0,0,0,,0.10906824270539456,0.08716725123046308,0.5242999421782508,0.8400092614834466,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000617,-0.001246,-0.00079,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.32,-2.747,-9.526,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.96e-06,-2.93e-06,1.743e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.199,+001.838,+015.949,+00.0496,-00.0293,+00.1743,+00.320,-02.747,-09.526,-00.000617,-00.001246,-00.000790*6D
"
1698962815.7967293,0,1698962815,752420425,GPS1_Frame,0,0,0,,0.10906167287124804,0.08716172410769378,0.5242933723441043,0.8400147886062158,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000367,-0.001525,-0.000379,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.322,-2.713,-9.506,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.950000000000001e-06,-3.04e-06,1.756e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.198,+001.838,+015.948,+00.0495,-00.0304,+00.1756,+00.322,-02.713,-09.506,-00.000367,-00.001525,-00.000379*67
"
1698962815.7978094,0,1698962815,778026342,GPS1_Frame,0,0,0,,0.10907128535001352,0.08716344397746938,0.5242706200041147,0.8400275624921979,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000386,-0.000531,-0.000436,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.295,-2.695,-9.499,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.84e-06,-3.61e-06,1.756e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.195,+001.838,+015.949,+00.0484,-00.0361,+00.1756,+00.295,-02.695,-09.499,-00.000386,-00.000531,-00.000436*6A
"
1698962815.8464189,0,1698962815,801880836,GPS1_Frame,0,0,0,,0.10906515588899397,0.08717265752116575,0.524284182027297,0.8400189378981733,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000329,0.000809,0.000372,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.292,-2.698,-9.508,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.1600000000000006e-06,-3.39e-06,1.719e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.197,+001.839,+015.949,+00.0516,-00.0339,+00.1719,+00.292,-02.698,-09.508,+00.000329,+00.000809,+00.000372*64
"
1698962815.8467784,0,1698962815,826517820,GPS1_Frame,0,0,0,,0.10906054772536582,0.08717996741845063,0.5242830828436313,0.8400194636166113,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000551,0.00084,-0.001171,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.308,-2.719,-9.498,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.37e-06,-3.6200000000000005e-06,1.681e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.197,+001.840,+015.949,+00.0537,-00.0362,+00.1681,+00.308,-02.719,-09.498,-00.000551,+00.000840,-00.001171*61
"
1698962815.8899498,0,1698962815,851203441,GPS1_Frame,0,0,0,,0.1090562600973037,0.08717158545361858,0.524254521048936,0.8400387157642452,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000139,-0.001485,0.00039,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.298,-2.693,-9.511,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,4.950000000000001e-06,-3.1600000000000007e-06,1.73e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.193,+001.840,+015.948,+00.0495,-00.0316,+00.1730,+00.298,-02.693,-09.511,+00.000139,-00.001485,+00.000390*6A
"
1698962815.8900383,0,1698962815,877933502,GPS1_Frame,0,0,0,,0.10906391055109964,0.08716046839032436,0.5242262970032505,0.8400564895859925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000527,-2.1e-05,0.000933,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.303,-2.727,-9.526,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.1600000000000006e-06,-3.2800000000000004e-06,1.706e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.189,+001.839,+015.948,+00.0516,-00.0328,+00.1706,+00.303,-02.727,-09.526,-00.000527,-00.000021,+00.000933*61
"
1698962815.933012,0,1698962815,901298761,GPS1_Frame,0,0,0,,0.10907124142276971,0.08716504312445959,0.524225536364714,0.8400555377918385,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000145,0.000551,-0.000417,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.3,-2.709,-9.502,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,5.2600000000000005e-06,-3.39e-06,1.706e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,+064.189,+001.839,+015.949,+00.0526,-00.0339,+00.1706,+00.300,-02.709,-09.502,-00.000145,+00.000551,-00.000417*63
"
